model,item_id,horizon,n_windows,mean_actual_kl_per_window,mae_kl_per_window,err_pct_of_window,bias_kl_per_window,bias_pct
NPTS,ME_WORKSHOP_BLOCK,24,24,0.8795833333333333,0.29458333333333336,33.491236380862155,-0.27291666666666664,-31.027948839412602
NPTS,INFORMATION_CENTRE,24,24,0.40666666666666673,0.40666666666666673,100.0,-0.40666666666666673,-100.0
NPTS,BE_BLOCK_RO,24,24,0.26999999999999996,0.18041666666666667,66.820987654321,-0.15791666666666668,-58.48765432098766
NPTS,CRICKET_GROUND_OHT,24,24,0.19791666666666666,0.19291666666666665,97.47368421052632,-0.19208333333333336,-97.05263157894738
NPTS,GJBC_BLOCK_1_A4_RO,24,24,0.09416666666666666,0.09416666666666666,100.0,-0.09416666666666666,-100.0
NPTS,NEW_BLOCK_RO,24,24,0.009166666666666667,0.009166666666666667,100.0,-0.009166666666666667,-100.0
SeasonalNaive,BE_BLOCK_OHT,24,24,45.59291666666667,9.827499999999999,21.554883342624493,-0.36166666666666697,-0.7932518757482436
SeasonalNaive,MRD_BLOCK,24,24,32.63583333333333,16.142916666666668,49.46377958787632,-2.376250000000001,-7.281107167479511
SeasonalNaive,GJBC_LAW_BLOCK_3_A4_BOYS,24,24,30.096666666666668,9.779166666666667,32.492524089046405,-1.2583333333333333,-4.180972422195149
SeasonalNaive,MM_BLOCK,24,24,26.8925,1.4912500000000002,5.545226364227946,0.4920833333333337,1.8298162436862833
SeasonalNaive,G_BLOCK,24,24,24.24083333333333,6.947083333333334,28.658599470590268,-0.30125,-1.2427378046684314
SeasonalNaive,NBX,24,24,18.774166666666662,3.6004166666666664,19.177504549691513,0.3137500000000008,1.6711793688135337
SeasonalNaive,F_BLOCK,24,24,16.680833333333336,7.618750000000001,45.6736773742319,1.1320833333333333,6.786731278413348
SeasonalNaive,GJBC_LAW_BLOCK_3__A1,24,24,14.632916666666668,6.7775,46.31680856516415,-0.3033333333333326,-2.072951963324691
SeasonalNaive,GJBC_LAW_BLOCK_3__A2,24,24,10.1625,2.8891666666666667,28.42968429684297,0.26,2.558425584255843
SeasonalNaive,GJBC_BLOCK_2_A1,24,24,9.51625,2.8624999999999994,30.080126100091945,0.006666666666666969,0.07005560663777191
SeasonalNaive,TECH_PARK,24,24,9.40875,4.978333333333333,52.911739958372074,0.6649999999999997,7.067888933173904
SeasonalNaive,GJBC_LAW_BLOCK_3__A3_GIRLS,24,24,8.009583333333333,1.574583333333333,19.658742131821253,0.2270833333333334,2.835145398741092
SeasonalNaive,I&H_BLOCK,24,24,7.381666666666665,8.3225,112.7455407541206,2.129166666666667,28.84398284037029
SeasonalNaive,GJBC_BLOCK_1_A3,24,24,4.454166666666667,1.1116666666666666,24.957904583723103,0.048333333333333416,1.0851262862488325
SeasonalNaive,NEW_BLOCK,24,24,4.11,0.38791666666666663,9.438361719383616,-0.04375000000000001,-1.064476885644769
SeasonalNaive,GJBC_BLOCK_1_A2_GIRLS,24,24,3.87125,1.0070833333333333,26.01442255946615,0.04125000000000001,1.0655473038424286
SeasonalNaive,GJBC_BLOCK_1_A1_BOYS,24,24,3.7254166666666664,0.875,23.487305670506657,0.05083333333333331,1.3645006151437191
SeasonalNaive,IT_BLOCK,24,24,2.2191666666666667,0.7670833333333335,34.56627863312055,0.07374999999999994,3.3233195644010487
SeasonalNaive,ME_WORKSHOP_BLOCK,24,24,0.8795833333333333,0.37749999999999995,42.91804831833254,0.01416666666666667,1.610611084793937
SeasonalNaive,INFORMATION_CENTRE,24,24,0.40666666666666673,0.51375,126.33196721311475,0.22458333333333336,55.225409836065566
SeasonalNaive,BE_BLOCK_RO,24,24,0.26999999999999996,0.17,62.96296296296297,0.030833333333333348,11.419753086419759
SeasonalNaive,CRICKET_GROUND_OHT,24,24,0.19791666666666666,0.2691666666666667,136.00000000000003,0.025833333333333344,13.052631578947373
SeasonalNaive,GJBC_BLOCK_1_A4_RO,24,24,0.09416666666666666,0.05833333333333333,61.94690265486726,-0.001666666666666666,-1.7699115044247782
SeasonalNaive,NEW_BLOCK_RO,24,24,0.009166666666666667,0.007916666666666667,86.36363636363637,-0.00041666666666666653,-4.545454545454544
